USAF WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H VSB MW MW MW MW AW AW AW AW W TEMP DEWP SLP ALT STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
727930 24233 201410220353 170 14 *** 70 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 45 1010.2 29.81 993.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410220453 180 13 22 70 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 45 1009.5 29.80 993.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410220553 150 10 *** 80 *** * * * 10.0 ** ** ** ** ** ** ** ** * 59 45 1008.7 29.77 992.4 60 58 0.00 ***** ***** ***** ** 
727930 24233 201410220600 150 10 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 59 45 1008.7 ***** 991.9 60 54 ***** ***** ***** ***** ** 
727930 24233 201410220653 150 10 *** 80 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 45 1007.9 29.75 991.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410220753 150 11 *** 70 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 46 1006.9 29.72 990.8 61 53 0.00T***** ***** ***** ** 
727930 24233 201410220759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 61 *** ***** ***** 0.04 ***** 0 
727930 24233 201410220853 180 15 22 44 *** * * * 10.0 ** ** ** ** ** ** ** ** * 60 45 1006.1 29.70 990.1 *** *** 0.00T***** ***** 0.00T** 
727930 24233 201410220953 190 10 *** 48 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 57 48 1005.9 29.69 989.8 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410221053 160 14 *** 80 *** * * * 8.0 ** ** ** ** 61 ** ** ** * 56 49 1005.2 29.67 989.1 *** *** 0.05 ***** ***** ***** ** 
727930 24233 201410221153 170 16 24 49 *** * * * 9.1 ** ** ** ** 61 ** ** ** * 56 51 1005.0 29.66 988.7 60 56 0.05 0.10 0.11 ***** ** 
727930 24233 201410221200 170 16 *** *** OVC * * * 8.8 61 ** ** ** ** ** ** ** * 56 51 1005.0 ***** 988.2 61 56 ***** 0.12 0.11 ***** ** 
727930 24233 201410221253 160 14 *** 50 *** * * * 5.0 ** ** ** ** 62 10 ** ** * 56 52 1005.5 29.68 989.4 *** *** 0.15 ***** ***** ***** ** 
727930 24233 201410221353 170 13 *** 25 *** * * * 6.0 ** ** ** ** 61 10 ** ** * 55 53 1006.3 29.70 990.1 *** *** 0.09 ***** ***** ***** ** 
727930 24233 201410221400 170 11 *** 39 *** * * * 9.1 ** ** ** ** 61 ** ** ** * 55 54 ****** 29.70 990.1 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410221453 160 6 *** 36 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 53 1006.3 29.70 990.1 *** *** 0.02 ***** ***** 0.26 ** 
727930 24233 201410221553 180 7 *** 32 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 53 1007.0 29.72 990.8 *** *** 0.01 ***** ***** ***** ** 
727930 24233 201410221653 190 8 *** 30 *** * * * 4.0 ** ** ** ** 62 10 ** ** * 56 54 1007.2 29.73 991.1 *** *** 0.08 ***** ***** ***** ** 
727930 24233 201410221751 180 6 *** 10 *** * * * 1.5 ** ** ** ** 61 10 ** ** * 55 54 ****** 29.74 991.4 *** *** ***** ***** ***** ***** ** 
727930 24233 201410221753 170 6 *** 10 *** * * * 1.5 ** ** ** ** 61 10 ** ** * 56 54 1007.5 29.74 991.4 56 *** 0.15 0.48 ***** ***** ** 
727930 24233 201410221800 170 6 *** *** OVC * * * 1.5 61 ** ** ** ** ** ** ** * 56 54 1007.5 ***** 990.9 60 55 ***** 0.47 ***** ***** ** 
727930 24233 201410221851 170 7 *** 11 *** * * * 2.0 ** ** ** ** 62 10 ** ** * 55 54 ****** 29.74 991.4 *** *** ***** ***** ***** ***** ** 
727930 24233 201410221853 160 7 *** 11 *** * * * 2.0 ** ** ** ** 62 10 ** ** * 56 54 1007.6 29.74 991.4 *** *** 0.09 ***** ***** ***** ** 
727930 24233 201410221953 170 6 *** 11 *** * * * 6.0 ** ** ** ** 61 10 ** ** * 56 55 1006.9 29.72 990.8 *** *** 0.07 ***** ***** ***** ** 
727930 24233 201410222053 150 8 *** 70 *** * * * 9.1 ** ** ** ** 61 ** ** ** * 57 54 1006.0 29.69 989.8 *** *** 0.05 ***** ***** 0.23 ** 
727930 24233 201410222153 120 9 *** 80 *** * * * 8.0 ** ** ** ** 61 ** ** ** * 57 54 1004.8 29.65 988.4 *** *** 0.06 ***** ***** ***** ** 
727930 24233 201410222253 150 7 *** 65 *** * * * 5.0 ** ** ** ** 62 10 ** ** * 56 54 1004.7 29.65 988.4 *** *** 0.09 ***** ***** ***** ** 
727930 24233 201410222353 130 15 22 75 *** * * * 7.0 ** ** ** ** 61 ** ** ** * 56 53 1003.8 29.63 987.7 57 56 0.12 0.49 ***** ***** ** 
727930 24233 201410230000 130 15 *** *** OVC * * * 6.9 61 ** ** ** ** ** ** ** * 56 53 1003.8 ***** 987.2 57 56 ***** 0.47 ***** ***** ** 
727930 24233 201410230053 150 11 21 70 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 56 52 1002.9 29.60 986.7 *** *** 0.05 ***** ***** ***** ** 
727930 24233 201410230153 130 15 *** 75 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 56 52 1002.0 29.57 985.7 *** *** 0.02 ***** ***** ***** ** 
727930 24233 201410230253 180 9 *** 43 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 56 51 1002.3 29.58 986.1 *** *** 0.01 ***** ***** 0.09 ** 
727930 24233 201410230353 250 10 *** 31 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 52 1003.9 29.63 987.7 *** *** 0.02 ***** ***** ***** ** 
727930 24233 201410230453 190 18 24 110 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 52 1004.3 29.64 988.1 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410230553 190 16 24 110 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 50 1006.1 29.69 989.8 57 55 0.00 0.11 ***** ***** ** 
727930 24233 201410230600 190 16 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 57 50 1006.1 ***** 989.2 60 55 ***** 0.12 ***** ***** ** 
727930 24233 201410230653 200 16 22 25 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 49 1007.0 29.72 990.8 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410230753 160 11 *** 46 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 49 1007.7 29.74 991.4 60 53 0.08 ***** ***** ***** ** 
727930 24233 201410230759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 60 *** ***** ***** 1.26 ***** 0 
727930 24233 201410230853 150 7 *** 60 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 49 1007.9 29.75 991.8 *** *** 0.00 ***** ***** 0.08 ** 
727930 24233 201410230953 160 9 *** 100 *** * * * 10.0 ** ** ** ** ** ** ** ** * 52 49 1007.7 29.74 991.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410231053 170 7 *** 60 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 48 1007.2 29.73 991.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410231153 190 7 *** 50 *** * * * 10.0 ** ** ** ** ** ** ** ** * 52 48 1007.0 29.72 990.8 57 52 0.01 0.09 1.17 ***** ** 
727930 24233 201410231200 190 7 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 52 48 1007.0 ***** 990.2 60 52 ***** 0.08 1.17 ***** ** 
727930 24233 201410231253 180 14 23 60 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 52 48 1007.7 29.74 991.4 *** *** 0.02 ***** ***** ***** ** 
727930 24233 201410231353 160 13 *** 55 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 51 48 1008.3 29.76 992.1 *** *** 0.04 ***** ***** ***** ** 
727930 24233 201410231453 140 20 26 55 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 51 48 1008.0 29.75 991.8 *** *** 0.00T***** ***** 0.06 ** 
727930 24233 201410231553 140 11 *** 55 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 51 47 1008.6 29.77 992.4 *** *** 0.02 ***** ***** ***** ** 
727930 24233 201410231653 170 6 *** 45 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 51 48 1009.2 29.78 992.8 *** *** 0.02 ***** ***** ***** ** 
727930 24233 201410231753 140 10 *** 35 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 51 48 1009.7 29.80 993.4 52 51 0.02 0.12 ***** ***** ** 
727930 24233 201410231800 140 10 *** *** OVC * * * 10.0 61 ** ** ** ** ** ** ** * 51 48 1009.7 ***** 992.9 57 51 ***** 0.12 ***** ***** ** 
727930 24233 201410231853 180 13 *** 50 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 54 50 1010.4 29.82 994.1 *** *** 0.01 ***** ***** ***** ** 
727930 24233 201410231953 190 17 24 180 *** * * * 10.0 ** ** ** ** ** ** ** ** * 58 50 1010.6 29.83 994.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410232053 200 9 *** 70 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 48 1010.9 29.84 994.8 *** *** 0.00 ***** ***** 0.01 ** 
727930 24233 201410232153 200 13 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 46 1011.4 29.85 995.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410232253 190 9 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 49 1012.4 29.88 996.1 *** *** 0.01 ***** ***** ***** ** 
727930 24233 201410232353 180 13 *** 47 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 48 43 1013.8 29.92 997.4 58 47 0.16 0.17 ***** ***** ** 
727930 24233 201410240000 180 13 *** *** BKN * * * 10.0 61 ** ** ** ** ** ** ** * 48 43 1013.8 ***** 996.9 58 47 ***** 0.16 ***** ***** ** 
727930 24233 201410240053 180 8 *** 110 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 46 1013.9 29.92 997.4 *** *** 0.05 ***** ***** ***** ** 
727930 24233 201410240153 200 8 *** 100 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 46 1014.6 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410240253 180 9 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 45 1015.0 29.95 998.4 *** *** 0.00 ***** ***** 0.06 ** 
727930 24233 201410240353 160 9 18 180 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 45 1015.4 29.97 999.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410240453 150 9 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 46 1016.0 29.98 999.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410240553 150 11 *** 95 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 44 1016.4 29.99 999.8 51 48 0.00 0.06 ***** ***** ** 
727930 24233 201410240600 150 11 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 50 44 1016.4 ***** 999.3 57 48 ***** 0.08 ***** ***** ** 
727930 24233 201410240653 140 7 *** 100 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 44 1016.8 30.01 1000.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410240753 160 5 *** 45 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 49 45 1017.5 30.03 1001.1 58 47 0.01 ***** ***** ***** ** 
727930 24233 201410240759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 58 *** ***** ***** 0.37 ***** 0 
727930 24233 201410240853 140 10 *** 60 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 46 1017.6 30.03 1001.1 *** *** 0.01 ***** ***** 0.02 ** 
727930 24233 201410240953 140 7 *** 41 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 46 1017.7 30.04 1001.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410241053 110 7 *** 31 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 46 1018.0 30.04 1001.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410241153 090 6 *** 47 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 46 1017.9 30.04 1001.5 50 49 0.00 0.02 0.37 ***** ** 
727930 24233 201410241200 090 6 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 50 46 1017.9 ***** 1000.9 58 48 ***** 0.02 0.37 ***** ** 
727930 24233 201410241253 100 8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 49 44 1017.6 30.03 1001.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410241353 120 5 *** 240 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 43 1017.7 30.03 1001.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410241453 *** 0 *** 240 *** * * * 10.0 ** ** ** ** ** ** ** ** * 48 43 1018.2 30.05 1001.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410241553 130 5 *** 240 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 44 1018.3 30.05 1001.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410241653 120 6 *** 230 *** * * * 10.0 ** ** ** ** ** ** ** ** * 51 44 1018.2 30.05 1001.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410241753 050 5 *** 240 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 45 1017.9 30.04 1001.5 53 48 0.00 ***** ***** ***** ** 
727930 24233 201410241800 050 5 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 53 45 1017.9 ***** 1000.9 53 47 ***** ***** ***** ***** ** 
727930 24233 201410241853 *** 0 *** 210 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 47 1017.4 30.03 1001.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410241953 050 7 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 46 1016.4 30.00 1000.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410242053 360 9 *** 180 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 45 1015.6 29.97 999.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410242153 350 8 *** 150 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 47 1014.8 29.95 998.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410242253 010 11 *** 150 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 47 1014.3 29.94 998.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410242353 010 13 *** 130 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 46 1012.8 29.89 996.4 58 53 0.00 ***** ***** ***** ** 
727930 24233 201410250000 010 13 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 56 46 1012.8 ***** 995.9 58 49 ***** ***** ***** ***** ** 
727930 24233 201410250053 020 11 *** 110 *** * * * 10.0 ** ** ** ** ** ** ** ** * 56 47 1012.1 29.87 995.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410250153 010 9 *** 90 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 46 1012.2 29.87 995.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410250253 080 10 *** 60 *** * * * 9.1 ** ** ** ** 61 ** ** ** * 54 47 1011.8 29.86 995.4 *** *** 0.02 ***** ***** 0.02 ** 
727930 24233 201410250353 050 7 *** 65 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 53 47 1011.4 29.85 995.1 *** *** 0.03 ***** ***** ***** ** 
727930 24233 201410250453 080 8 *** 65 *** * * * 9.1 ** ** ** ** 61 ** ** ** * 52 47 1010.7 29.83 994.4 *** *** 0.07 ***** ***** ***** ** 
727930 24233 201410250553 030 5 *** 60 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 52 48 1009.6 29.80 993.4 56 51 0.03 0.15 ***** ***** ** 
727930 24233 201410250600 030 5 *** *** OVC * * * 10.0 61 ** ** ** ** ** ** ** * 52 48 1009.6 ***** 992.9 56 49 ***** 0.16 ***** ***** ** 
727930 24233 201410250653 010 8 *** 60 *** * * * 10.0 ** ** ** ** ** ** ** ** * 52 48 1007.6 29.74 991.4 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410250753 330 7 *** 90 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 47 1006.4 29.70 990.1 58 48 0.00 ***** ***** ***** ** 
727930 24233 201410250759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 58 *** ***** ***** 0.16 ***** 0 
727930 24233 201410250853 330 8 *** 90 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 48 1005.2 29.67 989.1 *** *** 0.00 ***** ***** 0.00T** 
727930 24233 201410250953 350 6 *** 90 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 48 1003.7 29.62 987.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410251053 *** 0 *** 120 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 47 1002.3 29.58 986.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410251153 010 6 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** * 48 46 1000.3 29.52 984.1 52 48 0.00 0.00T 0.15 ***** ** 
727930 24233 201410251200 010 6 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** * 48 46 1000.3 ***** 983.6 58 48 ***** 0.00T 0.15 ***** ** 
727930 24233 201410251253 020 3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** * 47 45 998.9 29.48 982.7 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410251353 020 5 *** 110 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 46 998.7 29.48 982.7 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410251453 230 8 *** 75 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 48 1001.8 29.57 985.7 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410251551 110 17 *** 70 *** * * * 7.0 ** ** ** ** 61 10 ** ** * 50 48 ****** 29.56 985.4 *** *** ***** ***** ***** ***** ** 
727930 24233 201410251553 110 17 *** 70 *** * * * 6.0 ** ** ** ** 61 10 ** ** * 50 48 1001.4 29.56 985.4 *** *** 0.04 ***** ***** ***** ** 
727930 24233 201410251653 990 6 *** 85 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 49 999.4 29.50 983.4 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410251753 300 5 *** 110 *** * * * 10.0 ** ** ** ** ** ** ** ** * 57 51 997.8 29.45 981.7 59 47 0.00 0.04 ***** ***** ** 
727930 24233 201410251800 300 5 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 57 51 997.8 ***** 981.2 59 47 ***** 0.04 ***** ***** ** 
727930 24233 201410251853 320 7 *** 85 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 51 996.5 29.41 980.4 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410251953 350 5 *** 80 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 56 52 995.1 29.37 979.1 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410252053 070 3 *** 65 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 59 51 994.0 29.34 978.0 *** *** 0.00T***** ***** 0.00T** 
727930 24233 201410252153 100 9 *** 65 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 60 50 993.2 29.31 977.0 *** *** 0.01 ***** ***** ***** ** 
727930 24233 201410252253 170 9 *** 55 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 58 51 992.7 29.30 976.7 *** *** 0.03 ***** ***** ***** ** 
727930 24233 201410252353 160 21 31 60 *** * * * 10.0 ** ** ** ** ** ** ** ** * 62 49 992.2 29.28 976.0 62 *** 0.00T 0.04 ***** ***** ** 
727930 24233 201410260000 160 21 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 62 49 992.2 ***** 975.5 62 48 ***** 0.04 ***** ***** ** 
727930 24233 201410260053 170 17 28 60 *** * * * 10.0 ** ** ** ** 61 ** ** ** * 61 49 992.1 29.28 976.0 *** *** 0.01 ***** ***** ***** ** 
727930 24233 201410260153 200 21 34 36 *** * * * 6.0 ** ** ** ** 61 ** ** ** * 58 52 993.6 29.33 977.7 *** *** 0.09 ***** ***** ***** ** 
727930 24233 201410260253 200 26 39 12 *** * * * 7.0 ** ** ** ** 61 ** ** ** * 54 51 996.7 29.42 980.7 *** *** 0.05 ***** ***** 0.14 ** 
727930 24233 201410260353 210 26 43 23 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 48 1000.6 29.53 984.4 *** *** 0.01 ***** ***** ***** ** 
727930 24233 201410260453 210 26 40 110 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 47 1003.4 29.61 987.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410260553 210 22 33 150 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 46 1006.2 29.70 990.1 62 53 0.00 0.16 ***** ***** ** 
727930 24233 201410260600 210 22 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 53 46 1006.2 ***** 989.6 62 48 ***** 0.16 ***** ***** ** 
727930 24233 201410260653 200 20 25 220 *** * * * 10.0 ** ** ** ** ** ** ** ** * 52 45 1008.2 29.76 992.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410260753 200 15 29 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 51 45 1009.1 29.78 992.8 62 47 0.00 ***** ***** ***** ** 
727930 24233 201410260759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 62 *** ***** ***** 0.24 ***** 0 
727930 24233 201410260853 200 13 *** 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 51 45 1010.7 29.83 994.4 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410260953 200 13 21 200 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 43 1011.4 29.85 995.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410261053 180 14 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 44 1012.2 29.87 995.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410261153 190 17 22 29 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 43 1012.3 29.88 996.1 53 *** 0.01 0.01 0.25 ***** ** 
727930 24233 201410261159 180 17 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 43 ****** 29.88 996.1 *** *** ***** ***** ***** ***** ** 
727930 24233 201410261200 190 17 *** *** OVC * * * 10.0 ** ** ** ** ** ** ** ** * 50 43 1012.3 ***** 995.6 62 50 ***** 0.01 0.25 ***** ** 
727930 24233 201410261253 200 18 *** 75 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 44 1012.9 29.89 996.4 *** *** 0.01 ***** ***** ***** ** 
727930 24233 201410261353 200 13 22 120 *** * * * 10.0 ** ** ** ** ** ** ** ** * 48 43 1013.5 29.91 997.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410261453 200 14 *** 75 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 43 1014.1 29.93 997.8 *** *** 0.00T***** ***** 0.01 ** 
727930 24233 201410261553 190 14 *** 95 *** * * * 10.0 ** ** ** ** ** ** ** ** * 48 44 1014.7 29.94 998.1 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410261653 190 18 *** 47 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 43 1015.3 29.96 998.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410261753 180 14 *** 41 *** * * * 8.0 ** ** ** ** 61 ** ** ** * 49 45 1015.7 29.97 999.1 51 48 0.01 0.02 ***** ***** ** 
727930 24233 201410261800 180 14 *** *** BKN * * * 7.5 61 ** ** ** ** ** ** ** * 49 45 1015.7 ***** 998.6 53 48 ***** 0.02 ***** ***** ** 
727930 24233 201410261853 190 15 23 31 *** * * * 10.0 ** ** ** ** ** ** ** ** * 50 46 1015.5 29.97 999.1 *** *** 0.03 ***** ***** ***** ** 
727930 24233 201410261951 190 15 23 23 *** * * * 10.0 ** ** ** ** ** ** ** ** * 52 46 ****** 29.97 999.1 *** *** ***** ***** ***** ***** ** 
727930 24233 201410261953 200 16 23 27 *** * * * 10.0 ** ** ** ** ** ** ** ** * 52 47 1015.6 29.97 999.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410262053 210 15 *** 22 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 47 1016.0 29.99 999.8 *** *** 0.00 ***** ***** 0.03 ** 
727930 24233 201410262153 240 11 *** 27 *** * * * 7.0 ** ** ** ** 62 ** ** ** * 54 47 1016.4 30.00 1000.1 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410262253 020 8 *** 44 *** * * * 10.0 ** ** ** ** ** ** ** ** * 54 47 1017.3 30.02 1000.8 *** *** 0.00T***** ***** ***** ** 
727930 24233 201410262353 040 9 *** 43 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 46 1018.4 30.05 1001.8 55 49 0.00 0.03 ***** ***** ** 
727930 24233 201410270000 040 9 *** *** BKN * * * 10.0 ** ** ** ** ** ** ** ** * 53 46 1018.4 ***** 1001.3 55 49 ***** 0.03 ***** ***** ** 
727930 24233 201410270053 030 8 *** 34 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 44 1019.1 30.07 1002.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410270153 080 5 *** 40 *** * * * 10.0 ** ** ** ** ** ** ** ** * 53 44 1019.7 30.09 1003.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410270253 110 5 *** 46 *** * * * 10.0 ** ** ** ** ** ** ** ** * 51 45 1020.1 30.10 1003.5 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410270353 140 5 *** 70 *** * * * 10.0 ** ** ** ** ** ** ** ** * 49 44 1020.4 30.11 1003.8 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410270453 130 6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 49 44 1020.8 30.12 1004.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410270553 150 6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 47 44 1021.1 30.13 1004.5 53 47 0.00 ***** ***** ***** ** 
727930 24233 201410270600 150 6 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** * 47 44 1021.1 ***** 1003.9 53 47 ***** ***** ***** ***** ** 
727930 24233 201410270653 140 5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 47 44 1021.7 30.15 1005.1 *** *** 0.00 ***** ***** ***** ** 
727930 24233 201410270753 130 8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** * 46 43 1021.8 30.15 1005.1 55 46 0.00 ***** ***** ***** ** 
727930 24233 201410270759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** 55 *** ***** ***** 0.06 ***** 0 
727930 24233 201410270853 150 5 *** 16 *** * * * 10.0 ** ** ** ** ** ** ** ** * 47 44 1022.2 30.16 1005.5 *** *** 0.00 ***** ***** ***** ** 
